MRUN,GENERO,EDAD,TRAMO_EDAD,COMUNA,REGION,REGION_ORD,TIPO_COLEGIO,GRADO,ZONA,SUBSECTOR,SECTOR
439,Hombre,49,40-49,LA FLORIDA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1750,Mujer,50,50-59,SAN PEDRO DE LA PAZ,Biobío,Biobío,Particular Pagado,Media H-C (Jóvenes),Urbana,ECONOMÍA Y SOCIEDAD,Formación General
2327,Hombre,38,30-39,SAN PEDRO DE LA PAZ,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
2560,Mujer,56,50-59,VIÑA DEL MAR,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
3418,Mujer,44,40-49,PUERTO MONTT,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
3907,Hombre,48,40-49,VIÑA DEL MAR,Valparaíso,Valparaíso,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
4215,Hombre,59,50-59,LAS CABRAS,O'Higgins,O'Higgins,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
5330,Mujer,59,50-59,CAÑETE,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
5850,Mujer,43,40-49,LA SERENA,Coquimbo,Coquimbo,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
6806,Mujer,44,40-49,SAN BERNARDO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
7440,Mujer,32,30-39,PENCO,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
7912,Mujer,63,60+,HUARA,Tarapacá,Tarapacá,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
8135,Mujer,35,30-39,COLINA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
8255,Mujer,42,40-49,CALBUCO,Los Lagos,Los Lagos,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
8877,Hombre,29,< 30,PURRANQUE,Los Lagos,Los Lagos,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
9214,Mujer,42,40-49,ILLAPEL,Coquimbo,Coquimbo,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
10237,Mujer,52,50-59,IQUIQUE,Tarapacá,Tarapacá,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
10381,Mujer,45,40-49,VALPARAÍSO,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
10631,Mujer,25,< 30,LA REINA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
11106,Mujer,48,40-49,SAN MIGUEL,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
11164,Mujer,37,30-39,PUERTO MONTT,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
12052,Mujer,52,50-59,CHÉPICA,O'Higgins,O'Higgins,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
12541,Mujer,41,40-49,PADRE LAS CASAS,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
13253,Mujer,28,< 30,LA FLORIDA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
13323,Hombre,26,< 30,SAN BERNARDO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
13721,Mujer,42,40-49,CASABLANCA,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,FORMACIÓN CIUDADANA,Formación General
13804,Hombre,39,30-39,BUIN,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
14055,Mujer,25,< 30,CALAMA,Antofagasta,Antofagasta,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
14080,Mujer,36,30-39,VALDIVIA,Los Ríos,Los Ríos,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
14575,Mujer,27,< 30,COPIAPÓ,Atacama,Atacama,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
14690,Mujer,34,30-39,MAIPÚ,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
14970,Mujer,66,60+,COLINA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
15041,Mujer,43,40-49,SAN RAMÓN,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
15095,Hombre,23,< 30,ESTACIÓN CENTRAL,Metropolitana,Metropolitana,Particular Subvencionado,Media TP y Artística (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
15884,Mujer,36,30-39,PUERTO MONTT,Los Lagos,Los Lagos,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
16387,Hombre,31,30-39,VALPARAÍSO,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
16603,Mujer,71,60+,TALCAHUANO,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
16607,Mujer,29,< 30,TALAGANTE,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
16864,Mujer,38,30-39,PEÑAFLOR,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
17496,Mujer,32,30-39,CHIMBARONGO,O'Higgins,O'Higgins,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
17784,Mujer,45,40-49,QUEILÉN,Los Lagos,Los Lagos,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
18306,Mujer,59,50-59,QUELLÓN,Los Lagos,Los Lagos,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
18734,Mujer,64,60+,PEÑALOLÉN,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
18753,Mujer,37,30-39,CALERA,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
21937,Mujer,32,30-39,SAN MIGUEL,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
21982,Mujer,32,30-39,LOS ÁNGELES,Biobío,Biobío,Municipal,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
22583,Mujer,46,40-49,CURACAVÍ,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
22980,Mujer,33,30-39,ISLA DE MAIPO,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
23667,Mujer,42,40-49,TALCA,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
24475,Hombre,32,30-39,PUERTO MONTT,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
24869,Mujer,44,40-49,TEMUCO,Araucanía,Araucanía,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
25624,Mujer,51,50-59,VIÑA DEL MAR,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
26128,Mujer,63,60+,MELIPEUCO,Araucanía,Araucanía,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
26262,Mujer,39,30-39,INDEPENDENCIA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
26811,Mujer,47,40-49,MACUL,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
26814,Hombre,36,30-39,VITACURA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
27871,Mujer,39,30-39,LO PRADO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
28683,Mujer,62,60+,SAN BERNARDO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
29421,Hombre,61,60+,CONCEPCIÓN,Biobío,Biobío,Servicio Local de Educación,Media H-C (Jóvenes),Urbana,FORMACIÓN CIUDADANA,Formación General
29995,Mujer,47,40-49,PITRUFQUÉN,Araucanía,Araucanía,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
31212,Mujer,44,40-49,MACHALÍ,O'Higgins,O'Higgins,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
31857,Mujer,42,40-49,BUIN,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
31905,Hombre,45,40-49,RANCAGUA,O'Higgins,O'Higgins,Corp. Adm. Delegada (DL 3166),Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
32179,Mujer,23,< 30,GRANEROS,O'Higgins,O'Higgins,Particular Subvencionado,Media TP y Artística (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
32657,Hombre,32,30-39,CALAMA,Antofagasta,Antofagasta,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
33373,Mujer,61,60+,LO PRADO,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
34326,Mujer,42,40-49,RANCAGUA,O'Higgins,O'Higgins,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
34466,Hombre,51,50-59,MARIQUINA,Los Ríos,Los Ríos,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
34501,Mujer,63,60+,ARICA,Arica y Parinacota,Arica y Parinacota,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
35555,Mujer,37,30-39,QUEILÉN,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
35595,Mujer,37,30-39,LA GRANJA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
36377,Mujer,40,40-49,OVALLE,Coquimbo,Coquimbo,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
36392,Mujer,61,60+,PICHIDEGUA,O'Higgins,O'Higgins,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
37634,Mujer,56,50-59,SALAMANCA,Coquimbo,Coquimbo,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
37847,Hombre,39,30-39,TIRÚA,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
38595,Mujer,55,50-59,RECOLETA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
40067,Mujer,37,30-39,TENO,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
40736,Mujer,50,50-59,VITACURA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
41084,Hombre,68,60+,CABRERO,Biobío,Biobío,Particular Subvencionado,Media H-C (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
41102,Mujer,46,40-49,VIÑA DEL MAR,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
42778,Mujer,46,40-49,CHILLÁN,Ñuble,Ñuble,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
43606,Mujer,44,40-49,PANGUIPULLI,Los Ríos,Los Ríos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
43881,Mujer,37,30-39,PUERTO MONTT,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
44197,Mujer,38,30-39,LAS CONDES,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
45134,Mujer,31,30-39,QUILPUÉ,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
45286,Hombre,25,< 30,PANGUIPULLI,Los Ríos,Los Ríos,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
45302,Hombre,50,50-59,LA PINTANA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
45933,Mujer,44,40-49,MONTE PATRIA,Coquimbo,Coquimbo,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
46540,Mujer,34,30-39,PADRE HURTADO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
47494,Mujer,42,40-49,HUECHURABA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
48092,Mujer,35,30-39,CATEMU,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
48581,Mujer,48,40-49,LA FLORIDA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
49128,Mujer,40,40-49,TOMÉ,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
49373,Mujer,41,40-49,ALTO HOSPICIO,Tarapacá,Tarapacá,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
52320,Mujer,28,< 30,VALPARAÍSO,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
53873,Mujer,45,40-49,PUENTE ALTO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
53998,Mujer,47,40-49,TIERRA AMARILLA,Atacama,Atacama,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
54236,Mujer,68,60+,SAN ANTONIO,Valparaíso,Valparaíso,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
54531,Mujer,37,30-39,CARTAGENA,Valparaíso,Valparaíso,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
54616,Mujer,40,40-49,IQUIQUE,Tarapacá,Tarapacá,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
54910,Mujer,40,40-49,LA FLORIDA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
55483,Mujer,40,40-49,VILLA ALEMANA,Valparaíso,Valparaíso,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
56302,Mujer,49,40-49,LAS CONDES,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
57255,Hombre,63,60+,LAS CONDES,Metropolitana,Metropolitana,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
57879,Mujer,65,60+,LOS ÁNGELES,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
58735,Mujer,43,40-49,CHILLÁN VIEJO,Ñuble,Ñuble,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
58847,Hombre,26,< 30,LAS CONDES,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
58979,Hombre,46,40-49,RANCAGUA,O'Higgins,O'Higgins,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
59575,Mujer,40,40-49,IQUIQUE,Tarapacá,Tarapacá,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
61135,Mujer,42,40-49,TILTIL,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
61287,Mujer,49,40-49,CONCHALÍ,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
61334,Mujer,31,30-39,LAS CONDES,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
63146,Mujer,30,30-39,TALCA,Maule,Maule,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
63237,Mujer,50,50-59,TILTIL,Metropolitana,Metropolitana,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
63239,Mujer,30,30-39,ANTOFAGASTA,Antofagasta,Antofagasta,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
63631,Mujer,40,40-49,PUCHUNCAVÍ,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
64227,Mujer,34,30-39,PEDRO AGUIRRE CERDA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
64908,Mujer,27,< 30,VILLA ALEMANA,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
65447,Mujer,50,50-59,CONCHALÍ,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
66444,Mujer,26,< 30,VALPARAÍSO,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
66628,Mujer,28,< 30,ANTOFAGASTA,Antofagasta,Antofagasta,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
67565,Mujer,38,30-39,HUALAÑÉ,Maule,Maule,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
67617,Mujer,37,30-39,PUERTO MONTT,Los Lagos,Los Lagos,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
67885,Hombre,38,30-39,LOS ANDES,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
69053,Mujer,32,30-39,VIÑA DEL MAR,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
69185,Mujer,38,30-39,CURANILAHUE,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
69230,Hombre,26,< 30,SAN CARLOS,Ñuble,Ñuble,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
69871,Mujer,38,30-39,IQUIQUE,Tarapacá,Tarapacá,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
70343,Mujer,48,40-49,MAIPÚ,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
70439,Mujer,54,50-59,PADRE HURTADO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
70563,Mujer,34,30-39,PUDAHUEL,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
70594,Mujer,49,40-49,SAN FERNANDO,O'Higgins,O'Higgins,Particular Subvencionado,Media TP y Artística (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
71266,Mujer,38,30-39,TALCAHUANO,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
71621,Hombre,54,50-59,RENCA,Metropolitana,Metropolitana,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
71935,Mujer,58,50-59,LOS ÁNGELES,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
72821,Mujer,32,30-39,SANTIAGO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
73439,Hombre,38,30-39,PEÑALOLÉN,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
73468,Hombre,33,30-39,OSORNO,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
74007,Mujer,55,50-59,LA SERENA,Coquimbo,Coquimbo,Particular Subvencionado,Básica (Niños),Urbana,FORMACIÓN CIUDADANA,Formación General
74048,Mujer,35,30-39,ARICA,Arica y Parinacota,Arica y Parinacota,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
74936,Mujer,61,60+,LOS ANDES,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
75033,Mujer,34,30-39,VILLARRICA,Araucanía,Araucanía,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
75061,Mujer,51,50-59,EL BOSQUE,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
75220,Mujer,52,50-59,MARIQUINA,Los Ríos,Los Ríos,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
