NOM_COM_RBD,COD_DEPE2,COD_ENSE2,NOM_PLAN_EST,NOM_SUBSECTOR,TIPO_SUBSECTOR,TOTAL_DOCENTES
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),MÚSICA,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),ORGANIZACIÓN Y MÉTODOS DE TRABAJO EN LA OFICINA,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),ORIENTACIÓN,2,4
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),PLANIFICACIÓN DE LA PRODUCCIÓN GASTRONÓMICA,2,2
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),PLATOS REPRESENTATIVOS DE LA COCINA ÉTNICA,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),POSTCOSECHA Y GUARDA DE PRODUCTOS AGRÍCOLAS,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),"PREPARACIÓN, DISEÑO Y MONTAJE DE BUFFET",2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),PROCESAMIENTO DE INFORMACIÓN CONTABLE-FINANCIERA,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),PSICOMOTRICIDAD,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),PSICOMOTRICIDAD,3,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),RECEPCIÓN Y ALMACENAMIENTO DE INSUMOS,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),RECREACIÓN Y BIENESTAR DE LOS PÁRVULOS,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),REGISTRO DE OPERACIONES DE COMERCIO NACIONAL E INTERNACIONAL,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),RELACIÓN CON LA FAMILIA,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),RELIGIÓN,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),SALUD EN PÁRVULOS,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),"SERVICIO DE COMEDORES, BARES Y SALONES",2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),TALLER DE INSTRUMENTOS MUSICALES,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),TÉCNICAS DE CULTIVO DE ESPECIES VEGETALES,2,1
CAÑETE,1,7,3º Y 4ª MEDIO DE FORMACIÓN DIFERENCIADA TP (DEC 954-2015 + 467-2016),TÉCNICAS DE REPRODUCCIÓN VEGETAL,2,1
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),ARTES VISUALES,2,14
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),CIENCIAS NATURALES,2,15
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),EDUCACIÓN FÍSICA Y SALUD,2,9
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,16
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),IDIOMA EXTRANJERO (INGLÉS),2,2
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),IDIOMA EXTRANJERO: INGLÉS,2,4
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),INGLÉS,2,3
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),LENGUA INDÍGENA: MAPUZUGUN,2,1
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),LENGUAJE Y COMUNICACIÓN,2,16
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),MATEMÁTICA,2,15
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),MÚSICA,2,9
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),ORIENTACIÓN,2,22
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN,2,5
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN CATÓLICA,2,1
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN EVANGÉLICA,2,1
CAÑETE,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),TECNOLOGÍA,2,10
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),ARTES VISUALES,2,7
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),CIENCIAS NATURALES,2,7
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),EDUCACIÓN FÍSICA Y SALUD,2,5
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,8
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),INGLÉS 1º BÁSICO,2,1
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),INGLÉS 2º BÁSICO,2,1
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),LENGUA Y CULTURA DE LOS PPOOAA MAPUCHE,2,5
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),LENGUAJE Y COMUNICACIÓN,2,8
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),MATEMÁTICA,2,7
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),MÚSICA,2,7
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),ORIENTACIÓN,2,7
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),RELIGIÓN,2,6
CAÑETE,2,2,1° Y 2° BÁSICO - LENGUA Y CULTURA PPOOAA (5345/2021),TECNOLOGÍA,2,7
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),ARTES VISUALES,2,6
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),CIENCIAS NATURALES,2,7
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),EDUCACIÓN FÍSICA Y SALUD,2,5
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,8
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),INGLÉS 3º BÁSICO,2,1
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),INGLÉS 4º BÁSICO,2,1
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),LENGUA Y CULTURA DE LOS PPOOAA MAPUCHE,2,5
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),LENGUAJE Y COMUNICACIÓN,2,7
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),MATEMÁTICA,2,7
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),MÚSICA,2,6
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),ORIENTACIÓN,2,7
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),RELIGIÓN,2,5
CAÑETE,2,2,3° Y 4° BÁSICO - LENGUA Y CULTURA PPOOAA (2201/2023),TECNOLOGÍA,2,6
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),ARTES VISUALES,2,5
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),CIENCIAS NATURALES,2,5
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),EDUCACIÓN FÍSICA Y SALUD,2,5
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,4
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),IDIOMA (INGLÉS),2,1
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),IDIOMA EXTRANJERO (INGLÉS),2,1
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),IDIOMA EXTRANJERO: INGLÉS,2,1
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),INGLÉS,2,1
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),LENGUA Y CULTURA DE LOS PPOOAA MAPUCHE,2,4
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),LENGUAJE Y COMUNICACIÓN,2,4
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),MATEMÁTICA,2,5
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),MÚSICA,2,5
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),ORIENTACIÓN,2,6
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),RELIGIÓN,2,4
CAÑETE,2,2,5° Y 6° BÁSICO - LENGUA Y CULTURA PPOOAA (4380/2023),TECNOLOGÍA,2,5
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),ARTES VISUALES,2,4
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),CIENCIAS NATURALES,2,3
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),EDUCACIÓN FÍSICA Y SALUD,2,4
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,4
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),IDIOMA EXTRANJERO: INGLÉS,2,4
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),LENGUA INDÍGENA: MAPUZUGUN,2,1
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),LENGUA Y LITERATURA,2,3
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),MATEMÁTICA,2,4
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),MÚSICA,2,4
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),ORIENTACIÓN,2,5
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),RELIGIÓN,2,3
CAÑETE,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),TECNOLOGÍA,2,4
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),ARTES VISUALES,2,2
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),BIOLOGÍA,2,3
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),EDUCACIÓN FÍSICA Y SALUD,2,4
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),FÍSICA,2,1
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,4
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),INGLÉS,2,2
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),LENGUAJE Y LITERATURA,2,5
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),MATEMÁTICA,2,2
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),MÚSICA,2,1
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),ORIENTACIÓN,2,6
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),QUÍMICA,2,3
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN CATÓLICA,2,1
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN EVANGÉLICA,2,1
CAÑETE,2,2,7° A 8° BÁSICO (NUEVAS BASES CURRICULARES),TECNOLOGÍA,2,1
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),ARTES VISUALES,2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),CIENCIAS NATURALES,2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),EDUCACIÓN FÍSICA Y SALUD,2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),IDIOMA EXTRANJERO: INGLÉS,2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),LENGUA INDÍGENA: MAPUZUGUN,2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),LENGUA Y LITERATURA,2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),MATEMÁTICA,2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),MÚSICA,2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),ORIENTACIÓN,2,6
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),RELIGIÓN,2,3
CAÑETE,2,2,7° Y 8° BÁSICO - SECTOR LENGUA INDÍGENA (879/2016),TECNOLOGÍA,2,4
CAÑETE,2,3,ED. BÁSICA ADULTOS CON OFICIO (DEC 584-2007 + 999-2009),CIENCIAS NATURALES,2,1
CAÑETE,2,3,ED. BÁSICA ADULTOS CON OFICIO (DEC 584-2007 + 999-2009),EDUCACIÓN MATEMÁTICA,2,1
CAÑETE,2,3,ED. BÁSICA ADULTOS CON OFICIO (DEC 584-2007 + 999-2009),ESTUDIOS SOCIALES,2,1
CAÑETE,2,3,ED. BÁSICA ADULTOS CON OFICIO (DEC 584-2007 + 999-2009),JARDINERO,5,1
CAÑETE,2,3,ED. BÁSICA ADULTOS CON OFICIO (DEC 584-2007 + 999-2009),LENGUA CASTELLANA Y COMUNICACIÓN,2,1
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ARTES MUSICALES,2,3
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ARTES VISUALES,2,2
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),BIOLOGÍA,2,2
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),EDUCACIÓN FÍSICA,2,3
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),EDUCACIÓN FÍSICA Y SALUD,2,3
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),EDUCACIÓN TECNOLÓGICA,2,2
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),FÍSICA,2,1
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,5
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),IDIOMA EXTRANJERO INGLÉS,2,4
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),LENGUA Y LITERATURA,2,3
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),LENGUAJE Y COMUNICACIÓN,2,3
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),MATEMÁTICA,2,3
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ORIENTACIÓN,2,6
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),QUÍMICA,2,1
CAÑETE,2,5,1º  MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),RELIGIÓN,2,1
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ARTES MUSICALES,2,1
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ARTES VISUALES,2,1
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),CIENCIAS NATURALES,2,1
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),EDUCACIÓN FÍSICA Y SALUD,2,2
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,1
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),IDIOMA EXTRANJERO: INGLÉS,2,1
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),LENGUA Y LITERATURA,2,1
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),MATEMÁTICA,2,2
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ORIENTACIÓN,2,2
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),RELIGIÓN,2,1
CAÑETE,2,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),TECNOLOGÍA,2,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),ARTES MUSICALES,2,3
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),ARTES VISUALES,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),"ARTES VISUALES, AUDIOVISUALES Y MULTIMEDIALES",2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),BIOLOGÍA CELULAR Y MOLECULAR,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),CIENCIAS DE LA SALUD,3,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),CIENCIAS DEL EJERCICIO FÍSICO Y DEPORTIVO,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),CIENCIAS PARA LA CIUDADANÍA,2,4
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),CONSEJO DE CURSO,2,6
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),ECONOMÍA Y SOCIEDAD,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),ECONOMÍA Y SOCIEDAD,3,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),EDUCACIÓN CIUDADANA,2,3
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),EDUCACIÓN FÍSICA Y SALUD,2,4
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),FILOSOFÍA,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),FILOSOFÍA POLÍTICA,2,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),FÍSICA,2,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),"GEOGRAFÍA, TERRITORIO Y DESAFÍOS SOCIOAMBIENTALES",2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,4
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),IDIOMA EXTRANJERO: INGLÉS,2,4
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),INTERPRETACIÓN MUSICAL,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),INTERPRETACIÓN MUSICAL,3,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),LENGUA Y LITERATURA,2,4
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),"LÍMITES, DERIVADAS E INTEGRALES",2,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),MATEMÁTICA,2,4
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),ORIENTACIÓN,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),PARTICIPACIÓN Y ARGUMENTACIÓN EN DEMOCRACIA,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),PENSAMIENTO COMPUTACIONAL Y PROGRAMACIÓN,3,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),PROBABILIDADES Y ESTADÍSTICA DESCRIPTIVA E INFERENCIAL,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),PROMOCIÓN DE ESTILOS DE VIDA ACTIVOS Y SALUDABLES,3,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),QUÍMICA,2,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),RELIGIÓN,2,2
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),SEMINARIO DE FILOSOFÍA,2,1
CAÑETE,2,5,3° Y 4° MEDIO HC Y TP (2019),TALLER DE LITERATURA,3,1
CAÑETE,2,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 1000/2009),CIENCIAS NATURALES,2,2
CAÑETE,2,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 1000/2009),CONSUMO Y CALIDAD DE VIDA,4,3
CAÑETE,2,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 1000/2009),CONVIVENCIA SOCIAL,4,1
CAÑETE,2,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 1000/2009),EDUCACIÓN MATEMÁTICA,2,2
CAÑETE,2,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 1000/2009),ESTUDIOS SOCIALES,2,2
CAÑETE,2,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 1000/2009),IDIOMA EXTRANJERO (INGLÉS),2,2
CAÑETE,2,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 1000/2009),INSERCIÓN LABORAL,4,4
CAÑETE,2,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 1000/2009),LENGUA CASTELLANA Y COMUNICACIÓN,2,2
CAÑETE,2,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 1000/2009),TECNOLOGÍAS DE LA INFORMACIÓN Y DE LAS TELECOMUNICACIONES,4,1
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),CIENCIAS NATURALES,2,3
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),CONSEJO DE CURSO,2,10
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),EDUCACIÓN FÍSICA Y SALUD,2,2
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,3
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),IDIOMA EXTRANJERO INGLÉS,2,1
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),IDIOMA EXTRANJERO: INGLÉS,2,2
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),LENGUA Y LITERATURA,2,4
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),MATEMÁTICA,2,4
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),MÚSICA,2,1
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ORIENTACIÓN,2,10
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),RELIGIÓN,2,1
CAÑETE,2,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),TECNOLOGÍA,2,1
CAÑETE,2,7,3° Y 4° MEDIO HC Y TP (2019),ADMINISTRACIÓN DE MEDICAMENTOS,3,1
CAÑETE,2,7,3° Y 4° MEDIO HC Y TP (2019),AJUSTE DE MOTORES,2,1
CAÑETE,2,7,3° Y 4° MEDIO HC Y TP (2019),ALIMENTACIÓN Y NUTRICIÓN DEL ADULTO MAYOR,2,1
CAÑETE,2,7,3° Y 4° MEDIO HC Y TP (2019),APLICACIONES INFORMÁTICAS,2,1
