NOM_COM_RBD,COD_DEPE2,COD_ENSE2,NOM_PLAN_EST,NOM_SUBSECTOR,TIPO_SUBSECTOR,TOTAL_DOCENTES
PELARCO,1,5,3° Y 4° MEDIO HC Y TP (2019),LENGUA Y LITERATURA,2,1
PELARCO,1,5,3° Y 4° MEDIO HC Y TP (2019),MATEMÁTICA,2,1
PELARCO,1,5,3° Y 4° MEDIO HC Y TP (2019),ORIENTACIÓN,2,1
PELARCO,1,5,3° Y 4° MEDIO HC Y TP (2019),PARTICIPACIÓN Y ARGUMENTACIÓN EN DEMOCRACIA,3,1
PELARCO,1,5,3° Y 4° MEDIO HC Y TP (2019),PROBABILIDADES Y ESTADÍSTICA DESCRIPTIVA E INFERENCIAL,3,1
PELARCO,1,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 257/2009 ),CIENCIAS NATURALES,2,1
PELARCO,1,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 257/2009 ),CONSUMO Y CALIDAD DE VIDA,4,1
PELARCO,1,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 257/2009 ),CONVIVENCIA SOCIAL,4,1
PELARCO,1,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 257/2009 ),EDUCACIÓN MATEMÁTICA,2,1
PELARCO,1,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 257/2009 ),ESTUDIOS SOCIALES,2,1
PELARCO,1,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 257/2009 ),IDIOMA EXTRANJERO (INGLÉS),2,1
PELARCO,1,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 257/2009 ),INSERCIÓN LABORAL,4,1
PELARCO,1,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 257/2009 ),LENGUA CASTELLANA Y COMUNICACIÓN,2,1
PELARCO,1,6,EDUCACIÓN MEDIA H-C Y T-P ADULTOS (DECRETO Nº 257/2009 ),TECNOLOGÍAS DE LA INFORMACIÓN Y DE LAS TELECOMUNICACIONES,4,1
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),CIENCIAS NATURALES,2,2
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),EDUCACIÓN FÍSICA Y SALUD,2,3
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,2
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),IDIOMA EXTRANJERO: INGLÉS,2,1
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),LENGUA Y LITERATURA,2,2
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),MATEMÁTICA,2,2
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),MÚSICA,2,1
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ORIENTACIÓN,2,6
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),RELIGIÓN,2,1
PELARCO,1,7,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),TECNOLOGÍA,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),APLICACIONES INFORMÁTICAS PARA LA GESTIÓN ADMINISTRATIVA,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),ATENCIÓN DE CLIENTES,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),AUTOMATIZACIÓN DE SISTEMAS ELÉCTRICOS INDUSTRIALES,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),CIENCIAS PARA LA CIUDADANÍA,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),EDUCACIÓN CIUDADANA,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),EDUCACIÓN FÍSICA Y SALUD,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),ELABORACIÓN DE PROYECTOS ELÉCTRICOS,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),EMPRENDIMIENTO Y EMPLEABILIDAD,2,2
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),FILOSOFÍA,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),GESTIÓN COMERCIAL Y TRIBUTARIA,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),IDIOMA EXTRANJERO: INGLÉS,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),INSTALACIONES ELÉCTRICAS INDUSTRIALES,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),INSTALACIÓN DE EQUIPOS ELECTRÓNICOS DE POTENCIA,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),INSTALACIÓN DE MOTORES ELÉCTRICOS Y  EQUIPOS DE CALEFACCIÓN,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),INSTALACIÓN DE SISTEMAS DE CONTROL ELÉCTRICO INDUSTRIAL,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),INSTALACIÓN ELÉCTRICAS DOMICILIARIAS,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),LENGUA Y LITERATURA,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),LOGÍSTICA Y DISTRIBUCIÓN,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),"MANTENIMIENTO DE MÁQUINAS, EQUIPOS  Y SISTEMAS ELÉCTRICOS",2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),MATEMÁTICA,2,2
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),OPERACIONES DE ALMACENAMIENTO,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),OPERACIONES DE BODEGA,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),ORGANIZACIÓN DE OFICINAS,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),ORIENTACIÓN,2,4
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),PREVENCIÓN DE RIESGOS,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),PROCESOS ADMINISTRATIVOS,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),SEGURIDAD EN BODEGAS,2,1
PELARCO,1,7,3° Y 4° MEDIO HC Y TP (2019),UTILIZACIÓN DE INFORMACIÓN CONTABLE,2,1
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),ARTES VISUALES,2,4
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),CIENCIAS NATURALES,2,7
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),EDUCACIÓN FÍSICA Y SALUD,2,2
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,6
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),IDIOMA EXTRANJERO (INGLÉS),2,1
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),IDIOMA EXTRANJERO: INGLÉS,2,2
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),LENGUAJE Y COMUNICACIÓN,2,7
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),MATEMÁTICA,2,7
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),MÚSICA,2,5
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),ORIENTACIÓN,2,12
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN,2,1
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),TALLER COMPUTACIÓN,2,1
PELARCO,2,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),TECNOLOGÍA,2,5
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),ARTES VISUALES,2,3
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),CIENCIAS NATURALES,2,2
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),EDUCACIÓN FÍSICA Y SALUD,2,2
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,2
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),IDIOMA EXTRANJERO: INGLÉS,2,2
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),LENGUA Y LITERATURA,2,3
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),MATEMÁTICA,2,2
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),MÚSICA,2,2
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),ORIENTACIÓN,2,4
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),RELIGIÓN,2,1
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),TALLER COMPUTACIÓN,2,1
PELARCO,2,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),TECNOLOGÍA,2,3
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),ARTES VISUALES,2,20
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),CIENCIAS NATURALES,2,20
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),EDUCACIÓN FÍSICA Y SALUD,2,11
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,20
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),IDIOMA EXTRANJERO: INGLÉS,2,7
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),LENGUAJE Y COMUNICACIÓN,2,20
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),MATEMÁTICA,2,21
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),MÚSICA,2,10
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),ORIENTACIÓN,2,29
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN,2,9
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN CATÓLICA,2,1
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN EVANGÉLICA,2,1
PELLUHUE,5,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),TECNOLOGÍA,2,20
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),ARTES VISUALES,2,3
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),CIENCIAS NATURALES,2,3
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),EDUCACIÓN FÍSICA Y SALUD,2,6
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,5
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),IDIOMA EXTRANJERO: INGLÉS,2,3
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),LENGUA Y LITERATURA,2,5
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),MATEMÁTICA,2,4
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),MÚSICA,2,3
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),ORIENTACIÓN,2,9
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),RELIGIÓN,2,2
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),RELIGIÓN CATÓLICA,2,1
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),RELIGIÓN EVANGÉLICA,2,1
PELLUHUE,5,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),TECNOLOGÍA,2,3
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,ARTES VISUALES,2,3
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,CIENCIAS NATURALES,2,2
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,EDUCACIÓN FÍSICA Y SALUD,2,3
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,2
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,IDIOMA EXTRANJERO: INGLÉS,2,1
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,LENGUAJE Y COMUNICACIÓN,2,2
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,MATEMÁTICA,2,2
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,MÚSICA,2,2
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,ORIENTACIÓN,2,2
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,RELIGIÓN,2,2
PELLUHUE,5,4,1° A 6° BÁSICO - DECRETO 83,TECNOLOGÍA,2,2
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,ARTES VISUALES,2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,CIENCIAS NATURALES,2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,EDUCACIÓN FÍSICA Y SALUD,2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,IDIOMA EXTRANJERO: INGLÉS,2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,LENGUA Y LITERATURA,2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,MATEMÁTICA,2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,MÚSICA,2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,ORIENTACIÓN,2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,RELIGIÓN,2,1
PELLUHUE,5,4,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016)  DECRETO 83,TECNOLOGÍA,2,1
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ARTES VISUALES,2,2
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),CIENCIAS NATURALES,2,2
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),EDUCACIÓN FÍSICA Y SALUD,2,2
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,2
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),IDIOMA EXTRANJERO: INGLÉS,2,2
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),LENGUA Y LITERATURA,2,3
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),MATEMÁTICA,2,3
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),MÚSICA,2,1
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),ORIENTACIÓN,2,6
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),RELIGIÓN,2,2
PELLUHUE,5,5,1º Y 2° MEDIO HC Y TP (MODIFICADO POR DECRETO 1264-2016),TECNOLOGÍA,2,2
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),ARTES VISUALES,2,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),BIOLOGÍA CELULAR Y MOLECULAR,3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),BIOLOGÍA DE LOS ECOSISTEMAS,3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),CIENCIAS PARA LA CIUDADANÍA,2,2
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),COMPRENSIÓN HISTÓRICA DEL PRESENTE,3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),ECONOMÍA Y SOCIEDAD,3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),EDUCACIÓN CIUDADANA,2,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),EDUCACIÓN FÍSICA Y SALUD,2,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),FILOSOFÍA,2,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),FÍSICA,3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),"GEOGRAFÍA, TERRITORIO Y DESAFÍOS SOCIOAMBIENTALES",3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,2
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),IDIOMA EXTRANJERO: INGLÉS,2,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),LECTURA Y ESCRITURA ESPECIALIZADAS,3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),LENGUA Y LITERATURA,2,2
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),"LÍMITES, DERIVADAS E INTEGRALES",3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),MATEMÁTICA,2,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),MÚSICA,2,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),PARTICIPACIÓN Y ARGUMENTACIÓN EN DEMOCRACIA,3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),PROBABILIDADES Y ESTADÍSTICA DESCRIPTIVA E INFERENCIAL,3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),QUÍMICA,3,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),RELIGIÓN,2,1
PELLUHUE,5,5,3° Y 4° MEDIO HC Y TP (2019),SEMINARIO DE FILOSOFÍA,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),ABASTECIMIENTO Y DESPACHO,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),APLICACIONES INFORMÁTICAS PARA LA GESTIÓN ADMINISTRATIVA,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),ARMADO DE ESTRUCTURAS,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),ARTES VISUALES,2,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),"ASEGURAMIENTO DE LA CALIDAD, SEGURIDAD Y CUIDADO DEL MEDIO AMBIENTE",3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),ATENCIÓN DE CLIENTES,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),CARPINTERÍA ESTRUCTURAL,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),CIENCIAS PARA LA CIUDADANÍA,2,2
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),CUBICACIÓN,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),"CÁLCULO DE REMUNERACIÓN, FINIQUITOS Y OBLIGACIONES LABORALES",3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),DESARROLLO Y BIENESTAR DEL PERSONAL,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),DOTACIÓN DE PERSONAL,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),EDUCACIÓN CIUDADANA,2,2
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),EDUCACIÓN FÍSICA Y SALUD,2,2
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),ELABORACIÓN DE ENTRADAS FRÍAS Y CALIENTES,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),ELABORACIÓN DE PLATOS TÍPICOS NACIONALES E INTERNACIONALES,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),EMPRENDIMIENTO Y EMPLEABILIDAD,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),FABRICACIÓN DE COMPONENTES DE CARPINTERÍA Y MUEBLES,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),FILOSOFÍA,2,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),GESTIÓN COMERCIAL Y TRIBUTARIA,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,2
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),IDIOMA EXTRANJERO: INGLÉS,2,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),INSTALACIÓN DE MUEBLES Y ELEMENTOS DE CARPINTERÍA,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),LEGISLACIÓN LABORAL,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),LENGUA Y LITERATURA,2,2
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),"MANTENIMIENTO DE MÁQUINAS, EQUIPOS Y HERRAMIENTAS",3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),MATEMÁTICA,2,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),MÚSICA,2,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),ORGANIZACIÓN DE OFICINAS,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),PREPARACIÓN DE PLATOS PRINCIPALES,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),PREPARACIÓN DE SÁNDWICH Y PRODUCTOS PARA CÓCTEL,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),PROCESOS ADMINISTRATIVOS,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),RELIGIÓN,2,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),REPRESENTACIÓN GRÁFICA DE MUEBLES Y ELEMENTOS DE CARPINTERÍA,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),TERMINACIONES DE MUEBLES Y ELEMENTOS DE CARPINTERÍA,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),TRATAMIENTO DE LA MADERA,3,1
PELLUHUE,5,7,3° Y 4° MEDIO HC Y TP (2019),UTILIZACIÓN DE INFORMACIÓN CONTABLE,3,1
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),ARTES VISUALES,2,30
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),CIENCIAS NATURALES,2,29
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),EDUCACIÓN FÍSICA Y SALUD,2,14
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,29
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),IDIOMA EXTRANJERO: INGLÉS,2,8
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),LENGUAJE Y COMUNICACIÓN,2,30
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),MATEMÁTICA,2,30
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),MÚSICA,2,20
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),ORIENTACIÓN,2,33
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),RELIGIÓN,2,6
PEMUCO,1,2,1° A 6° BÁSICO (NUEVAS BASES CURRICULARES),TECNOLOGÍA,2,29
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),ARTES VISUALES,2,7
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),CIENCIAS NATURALES,2,8
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),EDUCACIÓN FÍSICA Y SALUD,2,7
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",2,7
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),IDIOMA EXTRANJERO: INGLÉS,2,5
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),LENGUA Y LITERATURA,2,6
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),MATEMÁTICA,2,7
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),MÚSICA,2,7
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),ORIENTACIÓN,2,11
PEMUCO,1,2,7° A 8° BÁSICO (MODIFICADO POR DECRETO 628 07/11/2016),RELIGIÓN,2,6
